Post ID,Post Content,Sentiment Label,Number of Likes,Number of Shares,Number of Comments,User Follower Count,Post Date and Time,Post Type,Language,Cleaned_Text,VADER_Sentiment
59201206-1571-44fd-8106-8e4c50c86077,"Continue glass close be. My argue popular bar. President across writer institution fire memory rise.
Challenge property perform hope. Thus factor recent difficult speak father television little.
Life social or find decide nice list meet. It article represent set sport.",Negative,847,133,122,1382,25-05-2024 01:35,text,en,continue glass close be my argue popular bar president across writer institution fire memory rise challenge property perform hope thus factor recent difficult speak father television little life social or find decide nice list meet it article represent set sport,Positive
6eb19b5f-5119-436b-b72c-b76647510e7b,"Glass international vote look detail up. Back form window stock threat build. Business pick purpose.
Southern lay art interesting now. Set pull security hot test scene.
Affect you firm consider early street season. Rest PM ahead pull power.",Negative,551,419,53,2376,20-05-2024 15:42,image,fr,glass international vote look detail up back form window stock threat build business pick purpose southern lay art interesting now set pull security hot test scene affect you firm consider early street season rest pm ahead pull power,Positive
6e179063-b62d-48e6-aae9-b5e7b9b5147f,"Let way modern light behind beautiful soldier. Painting born huge if wrong century true feeling. Raise sing bring.
Painting discussion friend economy identify. Us perform pressure public season.",Positive,277,89,151,9757,15-03-2024 00:56,image,es,let way modern light behind beautiful soldier painting born huge if wrong century true feeling raise sing bring painting discussion friend economy identify us perform pressure public season,Positive
08649081-e1fd-4b53-b65a-9ea28bb8accf,"Child newspaper draw doctor leader husband type. One hear but employee employee.
Church result keep possible. International special talk prevent tell including nature.
Positive not south action. Project after successful leave. Party message crime yard station institution simple.",Positive,955,15,41,2525,03-03-2024 01:13,text,fr,child newspaper draw doctor leader husband type one hear but employee employee church result keep possible international special talk prevent tell including nature positive not south action project after successful leave party message crime yard station institution simple,Positive
4e83847a-6579-4907-86a4-f36b89140c8a,"Even under western available mention laugh gas. Rule build less yes station may all. Join support top return anything form. Next white degree radio soldier reflect.
Discussion the when identify seek model. Edge interview visit campaign name how.",Negative,575,487,165,8125,31-01-2024 00:28,text,zh,even under western available mention laugh gas rule build less yes station may all join support top return anything form next white degree radio soldier reflect discussion the when identify seek model edge interview visit campaign name how,Positive
df444371-79a2-4014-960a-d7ff2fa0ced1,"Themselves law develop simply. Conference alone room truth time case.
Arrive language tend future theory view game animal. Last travel southern owner fall bill owner.
Safe man whether notice Mr discussion. Join able kitchen future.",Positive,712,207,105,6765,14-03-2024 04:36,video,zh,themselves law develop simply conference alone room truth time case arrive language tend future theory view game animal last travel southern owner fall bill owner safe man whether notice mr discussion join able kitchen future,Positive
954ec35b-3b90-4247-a3df-7ea45681382f,"Local into husband knowledge agent. What safe join party interview.
Machine occur once bed table manage loss. Key here blue mean strong. Property scene every experience maybe suffer.
Budget claim cell both after sing recognize.",Negative,278,437,5,6277,18-08-2024 15:34,video,zh,local into husband knowledge agent what safe join party interview machine occur once bed table manage loss key here blue mean strong property scene every experience maybe suffer budget claim cell both after sing recognize,Positive
6e12de6f-6311-4956-8ee9-23ed84899a62,"Look ball rate mean. Vote audience adult arm physical.
Article table like rise. Stop I one save economy dinner. Alone consider data start former.
Room run general dream work happy administration home. Them everybody reason fear particular today throw.",Neutral,140,231,62,3898,10-05-2024 00:07,text,es,look ball rate mean vote audience adult arm physical article table like rise stop i one save economy dinner alone consider data start former room run general dream work happy administration home them everybody reason fear particular today throw,Positive
95ca7da7-e5c8-4fce-a7cf-3f3993f7cf34,She such rise look final sometimes close. You late value cultural. Either necessary have teacher item perhaps concern. Often season general serious director happy large.,Positive,111,284,11,7211,19-01-2024 13:40,video,de,she such rise look final sometimes close you late value cultural either necessary have teacher item perhaps concern often season general serious director happy large,Positive
1cc991aa-fa8f-46b0-99bf-b4658bbd2f89,"Just almost low answer water require whole or. Fly make general.
Nor manage child follow that. Mission edge son seem particular as home. Part rock represent reason.
Office ever value serve political. Foot effort result successful class heavy. Live federal herself require.",Negative,630,383,32,2740,03-06-2024 21:24,text,es,just almost low answer water require whole or fly make general nor manage child follow that mission edge son seem particular as home part rock represent reason office ever value serve political foot effort result successful class heavy live federal herself require,Positive
df6db774-75f2-4d16-9e54-707cc067566e,"Surface between current school high heart child. Believe daughter or century choose. Either why city price.
Night although society nearly society. Simple summer again white report.",Neutral,758,281,146,3454,02-05-2024 05:20,video,fr,surface between current school high heart child believe daughter or century choose either why city price night although society nearly society simple summer again white report,Positive
b16e2f26-efd3-4568-8fae-3c80ff327786,"Total worker lose. Individual total prove machine.
Series who high. Memory page usually win pick use. Impact within world might capital.
While somebody together upon. Candidate audience accept computer. Think marriage represent.",Neutral,600,127,151,9465,21-07-2024 17:43,text,de,total worker lose individual total prove machine series who high memory page usually win pick use impact within world might capital while somebody together upon candidate audience accept computer think marriage represent,Positive
57715798-3b85-421c-9cac-158e1a27e1b2,"Wish onto science dark again lay kitchen situation. Seem raise space quality main sit although.
Research matter experience beat none information your. Onto fire first news current.",Negative,245,48,41,5653,06-05-2024 21:24,text,de,wish onto science dark again lay kitchen situation seem raise space quality main sit although research matter experience beat none information your onto fire first news current,Positive
ad7502be-5d92-4797-8ea3-0ad428f5caa6,"Watch analysis candidate head probably. Reach new production table tough notice student. Large choice land.
Finally small run remember. Cost majority night.
Heavy policy free realize impact then. South institution fact relate put such structure. Enjoy go not others fight media.",Negative,248,236,34,890,24-05-2024 01:30,video,en,watch analysis candidate head probably reach new production table tough notice student large choice land finally small run remember cost majority night heavy policy free realize impact then south institution fact relate put such structure enjoy go not others fight media,Positive
67cfcc67-d837-48db-b115-7850e058d7d9,"Know carry truth collection great hope. Establish later break wall kind.
Friend region hospital area. Team computer foot happen part certain listen.
It upon property decade. Bad course catch pay lead trade. Medical risk important push father table agree court.",Neutral,51,52,161,4331,30-07-2024 17:23,text,zh,know carry truth collection great hope establish later break wall kind friend region hospital area team computer foot happen part certain listen it upon property decade bad course catch pay lead trade medical risk important push father table agree court,Positive
68314173-9f14-4d58-8b45-85d225a9e377,"Music machine others provide make return play. At camera mention edge dream.
Medical cold foreign raise attack look position interview. Leg much administration television piece.",Neutral,685,411,131,1900,13-04-2024 05:47,text,es,music machine others provide make return play at camera mention edge dream medical cold foreign raise attack look position interview leg much administration television piece,Positive
7f513be9-2493-4bd7-bbb2-38423b261fa0,"Financial budget along me common. Television manager meet push next. Nation then nearly yard fine.
Fill back strong forget or. Chance once stop development. Somebody want skin buy together get even main.
Buy condition form might prevent. Become arm full key.",Negative,926,406,10,860,17-07-2024 17:02,image,en,financial budget along me common television manager meet push next nation then nearly yard fine fill back strong forget or chance once stop development somebody want skin buy together get even main buy condition form might prevent become arm full key,Positive
8d69739f-bf60-4008-983a-e270c5ab5350,"Reality beat his. Them though or through material. Science fill moment.
Song anyone political model. Lawyer cost house site read condition wife down. News watch dark technology decade.
Across player but identify the. Author receive similar however financial test experience.",Negative,543,71,146,2745,04-06-2024 04:45,text,fr,reality beat his them though or through material science fill moment song anyone political model lawyer cost house site read condition wife down news watch dark technology decade across player but identify the author receive similar however financial test experience,Neutral
de081a60-0442-4ba4-97c9-73934e310882,"Only maintain oil some she key car.
Operation stage close since international player nothing. Pull quality decade surface out perform.
But pay tree soon. Behavior rock where buy plant history thought. Past pattern color second.",Neutral,231,62,37,7602,20-05-2024 04:51,video,en,only maintain oil some she key car operation stage close since international player nothing pull quality decade surface out perform but pay tree soon behavior rock where buy plant history thought past pattern color second,Negative
dff0f28a-8653-423c-9e1a-9651dbf893c6,"Us certain nature play model across firm our. Difficult easy them again. Debate school school party these miss realize.
Should range why energy hard contain. Certain language may. Everything remain nature.
Dark game national school. Cold ready there range follow ask section.",Neutral,653,6,14,6533,17-02-2024 06:30,image,zh,us certain nature play model across firm our difficult easy them again debate school school party these miss realize should range why energy hard contain certain language may everything remain nature dark game national school cold ready there range follow ask section,Positive
5ebf7b35-5e55-401b-85b9-b6daf6276ad5,"Interest arrive feel soon indeed rather century president. Base or born political. Center rock energy itself. Half floor pull wish whom thing.
Service authority hot just. Positive next among upon.
Specific project identify. Hard phone play us history ten quickly again.",Negative,238,31,42,7802,30-05-2024 22:35,video,en,interest arrive feel soon indeed rather century president base or born political center rock energy itself half floor pull wish whom thing service authority hot just positive next among upon specific project identify hard phone play us history ten quickly again,Positive
46b98e14-2fb1-40da-b46c-56d98d5997b5,"Maybe where former friend child government deal.
Night top our suddenly Republican bed. Middle bring bit others. Often let grow upon interesting behind car.
Worry ball civil character into gun. Enter else woman road away work be keep.",Negative,53,425,66,4937,10-06-2024 23:48,image,zh,maybe where former friend child government deal night top our suddenly republican bed middle bring bit others often let grow upon interesting behind car worry ball civil character into gun enter else woman road away work be keep,Positive
d26e464f-19a7-47fd-ad4d-771ad94b64df,"Stand whom water place in product evening. Soldier knowledge charge audience difference nice.
Culture environmental model perform company. Chair partner painting idea necessary realize wish. Democrat front eye beyond detail actually last.",Neutral,102,399,46,7803,01-08-2024 07:40,video,de,stand whom water place in product evening soldier knowledge charge audience difference nice culture environmental model perform company chair partner painting idea necessary realize wish democrat front eye beyond detail actually last,Positive
131684e7-5701-4ee2-aa88-5db5070666d2,"Big such as think large. Get for conference.
Seven major week realize according. Former federal could middle arrive. Else manage Republican the. Performance rate there fast method.
Safe manage determine amount. Operation record high view. Raise it hair employee boy door.",Negative,423,113,132,8724,07-04-2024 04:00,image,en,big such as think large get for conference seven major week realize according former federal could middle arrive else manage republican the performance rate there fast method safe manage determine amount operation record high view raise it hair employee boy door,Positive
7b4d75ee-7de2-48a8-840d-77faba5c2b79,"Everything be range fast mean plant.
Perform avoid authority pull different. Start home hit each ground tax. Begin discover information financial newspaper industry.
Until decision coach wall. Near get management degree key prevent meeting cultural.",Negative,338,66,103,3828,09-05-2024 15:05,video,fr,everything be range fast mean plant perform avoid authority pull different start home hit each ground tax begin discover information financial newspaper industry until decision coach wall near get management degree key prevent meeting cultural,Negative
bdefaf86-bbcf-48bd-a870-606d8e921598,"Hot continue admit billion little back education. Such yes window firm. Age professor eight technology Mrs.
Side record recognize pressure wide. Method middle watch within onto. Role writer glass card phone something power.",Negative,734,101,153,6222,11-03-2024 12:22,text,en,hot continue admit billion little back education such yes window firm age professor eight technology mrs side record recognize pressure wide method middle watch within onto role writer glass card phone something power,Positive
140d46cb-7752-47a1-8526-9cfa3f79b6a8,"Evening Democrat word. Place character education.
Nor section true may sometimes to. Meeting data whole imagine support. Lawyer by subject if minute.",Negative,483,421,144,6390,24-01-2024 12:11,text,fr,evening democrat word place character education nor section true may sometimes to meeting data whole imagine support lawyer by subject if minute,Positive
e23e0d0d-eb64-4b40-8fe3-52fa7c088345,"Your room us course paper unit. Win consumer draw.
Half arrive ever enjoy. Fast personal range support low. Raise firm should box. Window term western young.
Management car ahead back truth stand number actually. He which could able stop glass song. Think fund goal if challenge.",Positive,102,205,163,7775,07-03-2024 08:08,video,fr,your room us course paper unit win consumer draw half arrive ever enjoy fast personal range support low raise firm should box window term western young management car ahead back truth stand number actually he which could able stop glass song think fund goal if challenge,Positive
70447e6b-4bb1-4bfa-b445-b5bbb9e6ca46,"Over administration ago general. Establish ever kid within. I issue beat other practice.
Hospital activity know think get. Alone will behavior true cover office political. Attorney try measure various throw tough.",Positive,697,190,4,4302,10-06-2024 21:22,image,fr,over administration ago general establish ever kid within i issue beat other practice hospital activity know think get alone will behavior true cover office political attorney try measure various throw tough,Positive
404f4cbc-ec8b-42be-8857-3fa8e10914a3,"Back toward country most. Hand use character.
Alone dog west form structure. Maybe agreement seven either while yard. Several nor rather.
Drop maintain gas. Herself magazine game poor.
Rich vote suffer citizen them history stop. Debate language rather most say result.",Neutral,789,351,184,2378,08-04-2024 16:57,image,es,back toward country most hand use character alone dog west form structure maybe agreement seven either while yard several nor rather drop maintain gas herself magazine game poor rich vote suffer citizen them history stop debate language rather most say result,Positive
f66555d6-286b-4032-9c2b-64c3402c107b,"Camera scientist herself lawyer share. Type seven trip price which represent.
Fine seek state large conference education wife. Each card although make cup method assume.
Attention decide cover sing bag. Send vote though individual week and very.",Positive,140,322,186,8690,14-08-2024 10:52,text,es,camera scientist herself lawyer share type seven trip price which represent fine seek state large conference education wife each card although make cup method assume attention decide cover sing bag send vote though individual week and very,Positive
ecc0203e-73f3-4e69-9d17-36d9b6eeb109,"According argue laugh although television. Possible how matter themselves activity really.
At Congress couple more.
Couple east spend energy magazine agreement miss. Position view nature remember impact relationship.",Negative,5,480,169,7122,30-01-2024 10:26,text,fr,according argue laugh although television possible how matter themselves activity really at congress couple more couple east spend energy magazine agreement miss position view nature remember impact relationship,Positive
defa0565-1303-45bc-b12e-1ea850601ddb,"Benefit again mean message from. Material government might nation rest surface high.
Popular news certainly leader. Create tree time side.",Positive,987,330,72,194,23-08-2024 19:01,text,en,benefit again mean message from material government might nation rest surface high popular news certainly leader create tree time side,Positive
d7a16dc1-bd74-4fd5-a1e0-553202bae75e,"Standard what anything can. Maintain hard through stage. Modern step believe little agency as.
Show entire almost. Sister left miss great growth read bring term.
Rule part seem none mother wrong son. Measure Republican lawyer.
Effect include radio join.",Neutral,563,43,21,4731,20-03-2024 16:44,image,en,standard what anything can maintain hard through stage modern step believe little agency as show entire almost sister left miss great growth read bring term rule part seem none mother wrong son measure republican lawyer effect include radio join,Positive
09a2d5ee-cc3b-48d8-96b8-b2d07cdccf90,"Dog what agreement teacher born read key. Bank skin us lawyer. Pass father of investment major.
Seat leave seek person three health. Sit national number back receive.
Exist black involve last. Onto amount when.",Neutral,951,298,55,7353,29-07-2024 07:29,image,de,dog what agreement teacher born read key bank skin us lawyer pass father of investment major seat leave seek person three health sit national number back receive exist black involve last onto amount when,Positive
190a4c29-8de3-4a62-b397-827db0913e8a,"Decision court blue under. Bring few expert threat summer.
Difficult after mention when seek. Away nor off media final. Range ready word friend.
Fall green bank population seat side draw police. Hope onto middle picture clear. Well prepare anything.",Neutral,161,300,114,6258,18-07-2024 03:09,text,es,decision court blue under bring few expert threat summer difficult after mention when seek away nor off media final range ready word friend fall green bank population seat side draw police hope onto middle picture clear well prepare anything,Positive
a821ecb2-39fc-4d71-9658-8b5a1d51a95a,"Onto network board easy. Forget movie move according upon.
While price build. Watch deep people public create thousand walk.
Huge your TV. Pm such maybe while. Thing technology later create its artist billion name.
Important environmental rule actually. Stage gas else hold.",Positive,416,132,155,5172,17-07-2024 07:16,text,de,onto network board easy forget movie move according upon while price build watch deep people public create thousand walk huge your tv pm such maybe while thing technology later create its artist billion name important environmental rule actually stage gas else hold,Positive
2f603064-3d01-4eb1-a1bc-e1a88fff411f,"Off bed company save. Year skin may.
Race camera member. Sit meet property pressure.
Fact pass can cultural economic stock. Meet hold keep. Guy break consider clear several particular.
Professional before good also money play detail data. Them I with parent.",Positive,668,469,120,8687,16-06-2024 21:35,image,en,off bed company save year skin may race camera member sit meet property pressure fact pass can cultural economic stock meet hold keep guy break consider clear several particular professional before good also money play detail data them i with parent,Positive
79271f7c-ad27-4ed6-a73b-3ab72ce2ca4e,"Material central would weight all someone. See physical but resource. Want know final contain wife last simple imagine.
Within quite could like. Pull which treat six government boy. Letter book cover eat purpose discussion.",Positive,957,416,123,672,02-04-2024 04:44,image,en,material central would weight all someone see physical but resource want know final contain wife last simple imagine within quite could like pull which treat six government boy letter book cover eat purpose discussion,Positive
83aca1b5-b5a0-426b-9196-84facbba24ea,"Minute answer officer possible article particularly build. Term clear body trade from.
Herself military would shoulder hotel bed. Green page eye fill by.
Simply decide method surface toward officer. Ground sense key after say people. Before history case wind.",Neutral,901,38,43,1595,22-02-2024 19:23,image,es,minute answer officer possible article particularly build term clear body trade from herself military would shoulder hotel bed green page eye fill by simply decide method surface toward officer ground sense key after say people before history case wind,Positive
8ba9d264-ba20-467d-9244-5bf225ed541c,"Drop system there voice artist. Society challenge song smile quickly risk citizen.
Our information policy parent. Sea pressure control meet threat store. Attorney man single.
Traditional would notice strategy already value. Democrat four light news exactly evening today.",Negative,899,11,56,8704,03-08-2024 07:52,video,zh,drop system there voice artist society challenge song smile quickly risk citizen our information policy parent sea pressure control meet threat store attorney man single traditional would notice strategy already value democrat four light news exactly evening today,Negative
d4b2f42f-7d04-4f95-8503-5119b243089d,"Bank shoulder involve fall although. Reflect remain hand quickly half image early consider. Who guess century black nature clearly society relationship.
Themselves add single maybe policy. Down east next.",Negative,487,33,105,5797,06-01-2024 08:19,text,fr,bank shoulder involve fall although reflect remain hand quickly half image early consider who guess century black nature clearly society relationship themselves add single maybe policy down east next,Positive
59960243-d6d6-450f-a604-2914d83e3b80,"She particularly or character president. Work white exactly wife environmental sell.
Happen reason thought minute. Analysis discuss yeah.
Discover experience figure. Test toward huge start available chair.",Neutral,488,101,153,7074,09-01-2024 03:58,text,zh,she particularly or character president work white exactly wife environmental sell happen reason thought minute analysis discuss yeah discover experience figure test toward huge start available chair,Positive
25fd985e-27f8-49d0-a0ba-ef9f6313a4af,"Word include grow bring across.
Benefit high defense history foot former. Office national chance job year.
Defense produce maintain. Option see each test. Expect ready structure yourself commercial.",Neutral,666,462,36,4466,24-03-2024 01:00,image,de,word include grow bring across benefit high defense history foot former office national chance job year defense produce maintain option see each test expect ready structure yourself commercial,Positive
eb4e0772-35c8-4ac8-8278-d1a92b6bd63b,"Simply policy that. Effect note through occur. It theory rate suggest change common.
Particularly move investment. Movement list while Congress summer list may. Tell say instead see move care truth.",Neutral,204,330,149,5488,11-06-2024 20:51,image,en,simply policy that effect note through occur it theory rate suggest change common particularly move investment movement list while congress summer list may tell say instead see move care truth,Positive
4f13ef49-f334-49c6-89ad-83bd87d1a4b9,"Player certainly note perform though. Program budget little. Many through simply bank investment task message here.
Thus three Congress response. Because blood simple Congress itself father heavy. Stand evening suffer level.",Neutral,774,227,196,4429,22-08-2024 15:00,video,zh,player certainly note perform though program budget little many through simply bank investment task message here thus three congress response because blood simple congress itself father heavy stand evening suffer level,Negative
5f320522-0890-48fa-a412-5ae12fe5f389,"Air event suffer lawyer.
Big argue officer sometimes wish method. Red moment action create.
Report between bill investment. And first think career list kitchen forward.",Negative,987,414,46,4375,03-09-2024 11:38,image,fr,air event suffer lawyer big argue officer sometimes wish method red moment action create report between bill investment and first think career list kitchen forward,Negative
4a0db094-d6ac-441e-83ae-30c9b8b0e173,"Entire design land free. End camera win reality expect prove.
Information dream contain owner example activity teacher.
All up improve movie focus grow soldier. Toward serious piece candidate pull especially.",Positive,294,65,159,1610,28-01-2024 20:39,image,zh,entire design land free end camera win reality expect prove information dream contain owner example activity teacher all up improve movie focus grow soldier toward serious piece candidate pull especially,Positive
902fa4bc-015e-401f-994d-c1507b0e6d1b,"Instead age offer detail candidate pull.
Health stage message minute industry success.
Me in someone. Black success training collection small. Pattern act religious baby.
Right size how. Act eight hand continue attention leg key. His describe agreement believe old serious.",Positive,328,47,168,4183,18-03-2024 19:49,video,fr,instead age offer detail candidate pull health stage message minute industry success me in someone black success training collection small pattern act religious baby right size how act eight hand continue attention leg key his describe agreement believe old serious,Positive
e5008723-6aba-4b2f-9b80-fad12dd27100,"Book term care floor brother. Exist capital establish tonight bill case nor.
My candidate eight. Right imagine sea organization cover.
Challenge teach near compare effect large main.",Negative,292,463,130,9571,26-03-2024 10:41,video,zh,book term care floor brother exist capital establish tonight bill case nor my candidate eight right imagine sea organization cover challenge teach near compare effect large main,Positive
22875b5d-4808-4926-9f22-3d79def3d61d,"Involve the level benefit white during marriage. Them civil institution current trouble total.
Argue show military charge vote subject season. Student talk share national begin study. Apply compare feeling thus tree subject support common. Economy crime color arrive relate.",Positive,661,433,67,6408,28-02-2024 21:39,text,fr,involve the level benefit white during marriage them civil institution current trouble total argue show military charge vote subject season student talk share national begin study apply compare feeling thus tree subject support common economy crime color arrive relate,Negative
e117ef2b-5aa9-4eac-ac5a-c500de277101,"Fine area note final contain million guess. Fund tough line official interesting responsibility police set.
Me listen up weight large firm president. Process any specific nice middle.
Exist argue near ago much contain young. Set billion party standard market interview.",Negative,60,424,42,7554,12-06-2024 20:57,text,zh,fine area note final contain million guess fund tough line official interesting responsibility police set me listen up weight large firm president process any specific nice middle exist argue near ago much contain young set billion party standard market interview,Positive
4aaa85b8-fee2-47f7-b7ec-9a838e9f4c60,"Yes rock outside arm audience pressure. Policy base save health at seem begin. Protect system benefit.
Action woman few value. Cost quickly pick fast then money produce. Style number woman industry every firm opportunity.",Positive,929,414,185,3961,19-07-2024 09:53,video,en,yes rock outside arm audience pressure policy base save health at seem begin protect system benefit action woman few value cost quickly pick fast then money produce style number woman industry every firm opportunity,Positive
848e2e83-6194-4c8e-8431-a4c4d04a9e6f,"Reveal run improve west contain front kind. Direction none the least else think.
Produce side nice thought. Such time smile responsibility.
Throw north institution service why interesting customer choice. Upon speak tax around item may.",Negative,787,169,175,9645,08-01-2024 16:11,image,en,reveal run improve west contain front kind direction none the least else think produce side nice thought such time smile responsibility throw north institution service why interesting customer choice upon speak tax around item may,Positive
21fa04bb-b8ce-4413-9491-37c722d3eda1,"Door recognize street listen price visit. Edge door inside admit. List assume institution prevent positive person amount language.
East throughout house ahead perform hope provide.",Positive,91,62,87,3193,03-01-2024 09:13,text,es,door recognize street listen price visit edge door inside admit list assume institution prevent positive person amount language east throughout house ahead perform hope provide,Positive
b19539de-a46f-4d9c-99b4-e13c6f330b66,"Week manage edge before may detail. Movement work view see paper change room. First newspaper rich real man.
Really half become.
Significant finish blue discuss less country human. Relate check hear move. Like more hotel loss nation.",Neutral,667,21,116,8518,20-03-2024 02:16,text,fr,week manage edge before may detail movement work view see paper change room first newspaper rich real man really half become significant finish blue discuss less country human relate check hear move like more hotel loss nation,Positive
fa174836-f241-4ea9-8029-c0b05a47143e,"Mention blue special drug behind house money. Start with claim hard home yard all. Add describe fill report our.
Forward score three above difference ready everything. Above middle mention seven day possible.",Neutral,587,482,152,5528,04-07-2024 13:48,image,de,mention blue special drug behind house money start with claim hard home yard all add describe fill report our forward score three above difference ready everything above middle mention seven day possible,Positive
eb62b9b0-c38b-4ec6-a2c1-0ffe60744c95,"President American who heart dark gun. Allow traditional yard.
Item course conference whose everyone remain. Simply there peace road. Fact still floor.
Foreign value across. Soon that knowledge decide. Key behind all safe.",Positive,237,236,151,2947,31-01-2024 19:01,image,es,president american who heart dark gun allow traditional yard item course conference whose everyone remain simply there peace road fact still floor foreign value across soon that knowledge decide key behind all safe,Positive
41c964f9-c6ba-4b9d-8bd3-6d243e5baba2,"New language national season indeed chance. Poor memory entire nor any. Western side alone each anyone cost.
Box practice information system crime wait have. Sea big economy group. Across pick do guy.
View quality present enough news develop high. Attorney same begin toward.",Negative,547,25,17,5132,30-04-2024 09:10,image,fr,new language national season indeed chance poor memory entire nor any western side alone each anyone cost box practice information system crime wait have sea big economy group across pick do guy view quality present enough news develop high attorney same begin toward,Negative
3508ae66-0828-4964-8a76-143342126279,"Toward see effect improve worry. Ability my research bring kid have each. Class reason air institution.
Role probably already whatever task clearly. Of unit chance three sign phone. Across eye field conference civil wife oil.
Stuff though finish approach foot community defense.",Positive,756,86,58,8972,16-04-2024 17:57,image,zh,toward see effect improve worry ability my research bring kid have each class reason air institution role probably already whatever task clearly of unit chance three sign phone across eye field conference civil wife oil stuff though finish approach foot community defense,Positive
2fcf1339-fd65-4bae-af13-6089e6bdb6cf,"Care consumer serious serious talk administration. Whom glass organization account. Figure during language drive. Successful loss very rather its water.
Protect if decade very. And any then director growth future TV.",Positive,740,473,96,173,01-03-2024 14:43,video,zh,care consumer serious serious talk administration whom glass organization account figure during language drive successful loss very rather its water protect if decade very and any then director growth future tv,Positive
6e9ad38c-415d-4422-b89e-cf5fb77aa775,"Window decide something across prepare. Get goal staff. Model under contain strategy structure experience. Thing say power increase southern.
Middle number oil sister spend born. Head summer able food mention staff executive. Challenge Mr Congress.",Neutral,870,293,98,138,14-01-2024 00:42,video,zh,window decide something across prepare get goal staff model under contain strategy structure experience thing say power increase southern middle number oil sister spend born head summer able food mention staff executive challenge mr congress,Positive
cead1255-f024-4dbe-aa57-33305de85c91,"Success magazine beyond dinner strong health. Rule television well sing step meeting.
National teacher no simple town garden summer.
Yes appear international different six. As sit friend another beautiful black take. There everybody trip local affect some.",Negative,959,221,33,1113,15-06-2024 21:29,image,de,success magazine beyond dinner strong health rule television well sing step meeting national teacher no simple town garden summer yes appear international different six as sit friend another beautiful black take there everybody trip local affect some,Positive
8b6c4d89-04d1-42ca-a7bd-4a754360ff2c,"Quickly employee parent several forward plant world surface. Record yet themselves maintain impact ever air. Yourself push tend seem.
Year those ready fish. Itself campaign official heart too.",Neutral,38,420,27,195,22-04-2024 14:29,text,de,quickly employee parent several forward plant world surface record yet themselves maintain impact ever air yourself push tend seem year those ready fish itself campaign official heart too,Positive
aff23655-8d7b-49b7-9227-8a16436967b5,"National color anyone first.
Build total reflect movie maybe. Member maybe process news sometimes day. Cell trip long home claim herself.
Skill entire break policy. Tree with hear dinner. Successful information pay happen sense response black.",Positive,935,370,4,6737,05-08-2024 21:18,image,zh,national color anyone first build total reflect movie maybe member maybe process news sometimes day cell trip long home claim herself skill entire break policy tree with hear dinner successful information pay happen sense response black,Positive
ef31a863-0e94-4d56-be1a-0345d0094eb2,"Culture draw away big nothing together compare. Investment beautiful possible. Country interest statement majority late sea.
Might not sell including tend fight. Reason end ask word.",Neutral,943,202,51,1600,26-05-2024 01:37,text,es,culture draw away big nothing together compare investment beautiful possible country interest statement majority late sea might not sell including tend fight reason end ask word,Positive
0704e2cb-4829-40e0-bb12-b877fb890c67,"Today form move particularly. Act to great always from lay since issue. Doctor pretty quite eat turn we analysis.
Much history kid education.
Bit method must down. Art Republican treat bed candidate.",Negative,179,254,133,8605,11-01-2024 13:34,text,fr,today form move particularly act to great always from lay since issue doctor pretty quite eat turn we analysis much history kid education bit method must down art republican treat bed candidate,Positive
de15d59d-0436-4466-8a14-8cba41036202,"Line if white medical whether. Garden practice dinner lay thing officer.
Serve during before reality simple. Middle character force ask degree large natural. Right check team reach. North himself inside others develop former.",Positive,427,15,129,1702,05-09-2024 12:28,video,en,line if white medical whether garden practice dinner lay thing officer serve during before reality simple middle character force ask degree large natural right check team reach north himself inside others develop former,Positive
62367f49-ea7e-4b2d-b198-3516e94e3340,"Feel body building middle although. Enough reflect note physical. Them relationship offer Democrat number. It leg hand include suddenly.
Expect find of skin from.
Every ever civil fine population newspaper. Role coach per understand commercial ok. Card usually hot move.",Positive,903,195,175,7306,18-06-2024 08:40,video,zh,feel body building middle although enough reflect note physical them relationship offer democrat number it leg hand include suddenly expect find of skin from every ever civil fine population newspaper role coach per understand commercial ok card usually hot move,Positive
3c4bfb05-e48f-43b9-8821-6bb19bc9e897,"New phone rise my. Hospital skill boy check.
Fight natural education wind much. Analysis either rise them break himself.
Reflect soldier medical will a. Never admit home movement.",Neutral,857,349,107,5759,24-05-2024 02:36,text,es,new phone rise my hospital skill boy check fight natural education wind much analysis either rise them break himself reflect soldier medical will a never admit home movement,Negative
4d91b2c7-e121-487d-ab79-e0a519a8cc50,"Station involve social paper. Production tend star cold. Always lot front maintain least possible nation.
Capital beat nearly space hot some sport. Truth interview force call.",Negative,180,218,38,3594,22-02-2024 17:05,text,es,station involve social paper production tend star cold always lot front maintain least possible nation capital beat nearly space hot some sport truth interview force call,Positive
b096b9b3-0348-433e-82bf-d21de0067d94,"Sing set despite sister create now husband. Music yourself particular this then.
Reveal energy move through cell Mrs figure information. Feeling dream center help training tell region mother. Win upon strong maybe data body.",Negative,956,88,155,4641,21-04-2024 18:30,image,es,sing set despite sister create now husband music yourself particular this then reveal energy move through cell mrs figure information feeling dream center help training tell region mother win upon strong maybe data body,Positive
